;primcmnum;subcmnum;text;username
192;2;13;Der Kommentar, auf den Sie Bezug nehmen, wurde bereits entfernt.;sichdenwohlfschreibt
193;3;2;Jetzt fordern Sie doch nicht so etwas Verrücktes wie Empirie!;BoxToBox
194;3;3;"Die Babyboomer sind die bei DIEser ZEITung so beliebten und so genannten  ""Alten Weißen Männer"". Das sind auch die, die sich unmoralisch viele Sorgen um das Wohl ihrer Kinder machen.  Heute heißt das halt ""schlechte rechte Laune"". What shalls, wie die Briten sagen.";Hermes_53
195;3;4;AfDler und Empirie - das ist doch eher ein Fremdwort. Und Fremdwörter mögen die ja gar nicht, ebenso wie Experten und Wissenschaften. Igitt.;U. Witt
196;3;5;"Es ist eine nicht weiter mit Zahlen belegte, gefühlte Wahrheit, dass besonders Männer am Ende der Potenz/KArriere/Leben in eine unglückliche, grantige Stimmung verfallen. Ihr eigener, lange geleugneter, körperlicher Verfall würde zu Fehldeutung der ""Zerfallenden"" Realität führen an dem nur ""XY"" schuld sind. Dann macht sich angeblich dort Untergangsstimmung im Gehirn breit, und die wählt dann AfD. So die nicht näher wissenschaftlich fundierte Deutung.";Tychus F1ndlay
197;3;6;AfDler? Wer? Die Autorin?;dingensda
198;3;7;Naja, aber die Babyboomer haben ja noch gute 10 Jahre Karriere vor sich. Wieviel Jahre Potenz und Leben noch übrig sind, lässt sich schwer sagen, aber vermutlich für die meisten auch noch einige.;dingensda
199;3;8;"""AfDler und Empirie - das ist doch eher ein Fremdwort. Und Fremdwörter mögen die ja gar nicht, ebenso wie Experten und Wissenschaften. Igitt."" Deswegen ist die AfD die Partei (ja nachdem ob man die Union als eine oder zwei Parteien begreift) mit dem höchsten Anteil von Doktoren und Professoren? https://de.statista.com/s...";JeffCat
200;3;9;Nochmal die Aufforderung, werden sie doch mal konkret!;Sir Hammerlock
201;3;10;Es kann ja sein, dass ein bestimmter Prozentsatz der AfD Symphatisanten nicht sehr eloquent ist. Aber sind deren Interessen dadurch minderwertiger?;Schrek
202;3;11;>>Sind die Babyboomer, die die Grünen gegründet haben, mehrheitlich rechts?<< Nein. Aber viele der Generation gehören nicht dieser Ausbruchsbewegung an.  >>Und wieso stehen sie vor dem Ende ihrer Karriere und ihres Lebensglücks?<< Wegen der Digitalisierung. Meine eigene Schwester ist z.B. betroffen. Die war Sachbearbeiterin einer großen deutschen Bank. Die hat sich intensiv mit bestimmten Kreditarten für Firmen beschäftigt und die Abwicklung durchgeführt. Die Stellen dort sind aber nun ganz weg gefallen, weil die Sachbearbeitung immer weiter automatisiert wird. Das Wissen was sie über Jahrzehnte gesammelt hat steck nun immer mehr in den Computer-Programmen. Sie ist jetzt in Frührente gegangen, weil sie ansonsten telefonische Beratungen in einem etwas anderem Bereich hätte machen müssen. Eine komplett neue Aufgabe, der sie sich in dem Alter einfach nicht mehr gewachsen sah. Damit ist meine Schwester ist aus verschiedenen Gründen damit ganz gut bedient und zufrieden. Andere haben sich aber mehr vom Leben erwartet, sind durch die Digitalisierung ausgebootet worden. Statt am Ende noch einmal aufzusteigen folgte der Abstieg.;kla-sch
203;3;12;Zumindest die Partei der es ziemlich egal zu sein scheint, ob wissenschaftliche Artikel auf die sich ihre Abgeordneten berufen unter seriös wissenschaftlicher Kontrolle veröffentlicht werden oder nicht ...;Tork
204;4;2;Japp, so einfach ist es. Wenn die etablierten Parteien die Interessen der Bürger nicht wahrnehmen wird sich eben umorientiert. Unterhaltsam fand ich dabei, dass es trotzdem solch eine Verwunderung und solch ein Geheule gab, als die Wahlergebnisse bekanntgegeben wurden.;Zerdenker
205;4;3;Weil es auch vernünftigerweise keine anderen Parteien gibt - logisch und vernünftig.;Ernstel1
206;4;4;Aber wie oben schon gesagt - AfD und vernünftig - das passt eh nicht in einen Satz.;U. Witt
207;4;5;"""sondern der überfällige Austausch des selbstgefälligen Personals"" durch noch selbtgefälligeres? Ich mein', wenn Storch, Gauland, Weidel und Konsorten jemals drankämen …";auchkreativ
208;4;6;Vor allem soll die SPD mal wieder lernen, was Sozialdemokratie ist. D.i. Politik der Solidarität.  Und diese beginnt ganz im Kleinen, wo sie in den Familien meist noch funktioniert. Aber da, wo Politik wichtig wird, in D oder der EU, geht mit der SPD nur noch Kapitalismus. Und nun soll Solidarität global aufgezwungenen werden.;Hermes_53
209;4;7;"Doch:""Es ist nicht vernünftig, AfD zu wählen"".";EinarvonVielen
210;4;8;Logischerweise ist auch das richtige Wort! Die AfD ist die logische Konsequenz auf die Politik und die Politiker der letzten Jahre! Das sollte langsam jeder wissen.;Minervas lead
211;4;9;"""Sorry, ich kann mir trotz recht üppiger Phantasie absolut keinen Kontext vorstellen, in dem die Begriffe ""AfD"" und ""vernünftigerweise"" kompatibel sind."" Wie wär's mit: Vernünftigerweise hält man sich von einem solchen Haufen, wie die AfD einer ist, ganz weit fern.";dingensda
212;4;10;"""Vernünftigerweise hält man sich von einem solchen Haufen, wie die AfD einer ist, ganz weit fern."" So isses. Die AfD ist die Partei der Fakes: Fakescience und Fakenews genügt als Beispiel.";Hermes_53
213;4;11;"""Aber wie oben schon gesagt - AfD und vernünftig - das passt eh nicht in einen Satz."" Merkt ihr Linken eigentlich noch, wie blöd eure Argumente sind? Da bringt man solch ein Kindergartenniveau und wundert sich dann ernsthaft, dass das die Leute nicht überzeugt? Wahrscheinlich ist das wirklich euer geistiger Horizont...";Mac Tonight
214;4;12;Dazu braucht man keine üppige Phantasie. Vielleicht mal mit dem Lesen des Parteiprogramms anfangen und mit anderen Parteien vergleichen. Kann helfen, muss aber nicht, besonders bei zu viel linksgrünem Ballast im Hirn.;diomedes18
215;4;13;Uff wusste gar nicht, dass ich links bin. Aber hier ist ja jemand auch getriggert.;Ernstel1
216;4;14;Wo ist der Unterschied zwischen Links-Grüner Gutmensch und Rechter AfD Troll? Gibt keinen! Jedem der so argumentiert sollte die Mündigkeit entzogen werden, bringt ja eh nichts. Das sind Impulsworte die Emotionen hervorrufen und irgendwie weiß ich nicht wie man da eine Einigung finden soll.;Minervas lead
217;4;15;"Vernunft definiert jeder anders. Aber anders denkenden Vernunft abzusprechen, ist nicht mit meinem demokratischen Denken vereinbar. Denn letzendlich geht es doch nur um ""Interessen"". Das bleibt übrig von Vernunft.";Schrek
218;4;16;"Sie haben noch vergessen zu erwähnen, für ""wen"" das nicht vernünftig ist. Denn wenn Vernunft so einfach zu definieren ist, braucht es ja keine Wahlen mehr. Oder aber, man sollte den Unvernüftigen das Stimmrecht entziehen, oder?";Schrek
219;4;17;Und wer entscheidet darüber aufgrund welcher Qualifikation?;Schrek
220;5;2;Ah, Sie sprechen von AfDlern und machen lediglich Übetragungsfehler. Kennt  man ja.;U. Witt
221;5;3;'Die weinen ja schon wenn das Drittauto kaputt geht.' Lustigerweise habe ich das schon genau so mehrmals erlebt. Dummerweise handelt es sich hier häufig um Personen, die nicht mehr der Mittelschicht angehören, dies aber einfach nicht wahr haben wollen.;letzter Mensch
222;5;4;Leider noch zu viele, aber auch in die Mittelschicht kommt Bewegung. Die öffentliche Unsicherheit wird nicht mehr nur in Proletenvierteln verortet, die man ohnehin nicht betritt. Beispiel: Palmers grüne Professoren, die tagsüber das multikulturelle Evangelium predigen und nach Einbruch der Dunkelheit um ihre eigenen Kinder zittern. Migranten werden nicht mehr nur als untergeordnete Billigarbeitskräfte wahrgenommen, sondern auch in qualifizierten Berufen zunehmend als Konkurrenz*, die noch dazu bei politischen Vergaben und kosmopolitischen Agenturen Quotenvorrang genießen kann. Es sickert zu sozialen Mitte, worauf man sich eingelassen hat. (*Wenn keiner zuhört, sogar von Medienschaffenden);Brunillo
223;6;2;@ #6 / Linsen wischen zitat: «Hä? Worum geht's» rechts ist dumm, dumpf, blöde und unterschicht. links ist progressiv und gut.;think-different
224;6;3;Schön und kurz auf den Punkt gebracht. Warum hat das der Autor nicht gleich selbst gemacht?  Hätte mir viel Zeit gespart. :D;jackterrier
225;7;2;Und zum tausendsten Male. Es gab eine Verfügung des damaligen Inneministers De Maiziere, vom 05.09.2015, an der Grenze nicht mehr zurück zu weisen. In wessen Auftrag, dürfte klar sein. Schliesslich gibt es da jemanden, der erst vor kurzem mit der Richtliniekompetenz gewedelt hat.;Schrek
226;7;3;"@blackbelt Zum 500. mal, die Grenzen wurden nicht geöffnet -sie waren offen-, sondern sie wurden eben nicht geschlossen. Das ist ein Unterschied. ich möchte , wenn das Ihnen nicht zu vermessen ist mit , mit dem Antworten was Herr   Verfassungsgerichtspräsident  Andreas Voßkuhle dazu gesagt hat @Oft gehe es in der Flüchtlingsdebatte um gefühltes Recht  Es bestehe offensichtlich Uneinigkeit über die rechtliche Bewertung des Regierungshandelns zu Anfang der Migrationskrise. Mit einer ""Herrschaft des Unrechts"" hätte das aber selbst dann nichts zu tun, wenn die Regierung rechtswidrig gehandelt haben sollte Sie sehen , so einfach ist das nicht  https://www.zeit.de/polit...";LABIENUS
227;7;4;"Das ist eben nicht, wie sie das suggerieren. Die Grenzen wurden nicht mehr im Rahmen des vereinigten Europas benötigt, sie waren für die Gruppe der Migranten faktisch eben nicht offen, weil das Schengener Abkommen eine derartig veränderte Situation  nicht mit einbezog. Wäre diese neue Situation seit 2015 damals vorhersehbar gewesen, wäre - dies ist meine subjektive Einschäzung: niemals ""geöffnet worden"", weil man das gesellschaftlich und politisch nicht hätte durchsetzen können. Insofern waren die grenzen 2015 faktisch für Migranten nicht offen.";Aufgeschwollenes Wurstgesicht
228;7;5;"Ein Teil der Verlierer hat sich verabschiedet aus dem politischen Diskurs. das sind ungefähr ein Drittel. Die werden erst wieder bemerkt werden, wenn die Anlass sehen, aus ihrer Abstinenz aufzuwachen. Meistens dann, wenn sie die Miete kaum noch zahlen können z.bsp.. Die sogenannte Bürgerschicht hat bis heute nicht verstanden, was das Ganze auch mit ""ihnen"" selber zu tun hat. Rückzug ins Private halt. Eigenheim, 3 mal Urlaub im jahr, SUV vor der Haustüre. Eine Schwäche der unserer derzeitigen Demokratie wurde knallhart ausgenutzt. Und die lautet politisches Desinteresse. Die, die schnell ahnten, was kommt, begannen recht früh mit dem Kampf. Ungefähr drei jahre reichte die Stigmatisierung und Ausgrenzung, um das System nicht kippen zu lassen. 10 % Aufbegehrende sind doch verkraftbar. 20 % wird schon schwierig. Und bevore es 40 % werden, macht man sich einfach deren Forderungen zu eigen. Der weit verbreitete Ekel vor der derzeitigen Politik hat Gründe.";Schrek
229;7;6;"Voßkuhle-Quatsch wird nicht Fakt, auch wenn er immer wieder wiederholt wird. Rechte Einzelaussagen wie immer.  Armseligste ""Argumentation"".";U. Witt
230;7;7;Die hätten kämpfen sollen, als bei uns ein Überwachungsstaat ungeahnten Ausmasses aufgebaut wurde. Oder jetzt angesichts der in Bayern verabschiedeten Polizeigesetze, die in vergleichbarer Form auch in den anderen Bundesländern folgen sollen. Auch so angesichts massiver Aufrüstung und definitiv angesichts eines als Bankenrettung getarnten Raubzuges, bei der Verscherbelung der Rente an die Versicherunsgwirtschaft und der Schwächung von Gewerkschaften durch prekäre Arbeitsverhältnisse, die mehr mit Lohnsklaverei als mit sonst was zu tun haben, bei der Spaltung der Gesellschaft entlang einer Einkommens- und Vermögensschere, die immer weiter geöffnet wird. Die Gefahr kommt nicht von rechts. Sie kommt von einem faschistischen Kapitalismus, dessen Rassenzugehörigkeit sich über das Vermögen definiert.;Sascha Lothar Schneider
231;7;8;"Zum 501sten Mal, die Grenzen waren im Schengenraum nur für EU-Bewohner offen, so gut wie alle Migranten kamen illegal über die deutsche Grenze. Frau Merkel hat aktiv die Durchsetzung geltenden Rechts ausser Kraft gesetzt und de facto Dublin- und Schengenregelung über den Haufen geworfen. Also sehr wohl ""grenzen geöffnet"".";Miraculix3000
232;7;9;"Am 06.09.2015 wurde die Bundespolizei vom Innenminister De Maiziere angewiesen, an der Grenze nicht mehr zurück zu weisen. Das ist Zeitgeschichte. Aber ich verstehe schon, warum genau dieser Punkt mit aller Macht versucht wird, unter den Teppich zu kehren... Davon hängt nämlich eine eventuelle künftige Schuldfrage ab, wenn die EU z.Bsp. kollabiert. Bis heute wurde diese Anweisung ohne Parlamentsbeschluss nicht zurück genommen. Es gibt bis heute noch nichtmals einen ""nachträglichen"" Beschluss. Obwohl das Argument der humanitären Notlage weggefallen ist. Es gibt dazu einfach ""nichts"". Eine einzige Anweisung hat genügt, um dieses Land fundamental zu verändern. vielleicht ohne demokratische Legitimierung. Denn was das damals bedeuete, war viel zu vielen gar nicht klar. Es dauerte 3 Jahre bis heute, um überhaupt ein Bewusstsein dafür zu schaffen.  Im Detuschland von heute spielt das alles keine relevante rolle. Aber das muss nicht so bleiben. Die Geschichte ist noch nicht zu Ende. Andere Mehrheiten generieren andere Rechtsprechungen. Demokratie halt...";Schrek
233;7;10;Das wird auch bei dauernder Wiederholung nicht wahrer. Da sich die Aussenstaaten & eben auch Ungarn nicht an Dublin halten konnten / wollten, hat Frau Merkel nichts weiter getan, als eine humanitäre Katastrophe zu verhindern.  Etwas später hätte man im Nachhinein etwas eher von dieser humanitären Politik wieder zu einer Normalität finden können, da war der Drops aber bereits gelutscht. ...& die rechte Propaganda hatte ihr Thema.;Cougar65
234;7;11;"Und zum allerallerletzten Mal. ,) Was genau hätten wir dann genau gemacht? Die paar hunderttausend Flüchtlinge waren nämlich schon lange vor Merkels ""Grenzöffnung"" auf dem Balkan. Ich glaube nicht, dass die Bilder von Ungarn, Serbien, Mazedonien schön geworden wären, wenn der Winter kommt und die Flüchtlinge irgendwo im nirgendwo festsitzen. Deutschland war letztlich das einzige Land mit den finanziellen Kapazitäten soviele Flüchtlinge auzunehmen. Und wir haben Syrern begrenzten Aufenthaltsstatus gegeben, was ein bedingtes Asyl ist. Zusätzlich haben wir das in den 90ern auch gemacht und dannach hundertausende von Balkanflüchtlingen repatriiert. Hat 10 Jahre gedauert, war aber auch keine große Katastrophe, wie das hier die Panikmacher hinstellen. Im Gegenteil, derzeit gilt Deutschland nicht wie damals als ""kranker Mann  Europas"" und damals haben wir das geschafft. Interessanteweise haben in den 90ern auch irgendwelche hysterische Kreischer Häuser angezündet und den Weltuntergang verkündet. Soviel dazu, alles schon mal gehabt. Es wiederholt sich eben alles und ist doch ganz anders. Manchmal frage ich mich allerdings welche Seite die tatsächlichen Patrioten sind.";Mangalore
235;7;12;"@U. Witt Voßkuhle-Quatsch wird nicht Fakt, auch wenn er immer wieder wiederholt wird. Rechte Einzelaussagen wie immer. Armseligste ""Argumentation"". ich geb zu ich mußte Lachen als ich das gelesen habe , Voßkuhle-Quatsch also wenn sie vor dem Mann keinen Respekt haben und als Schwätzer abtun , dann weiss ich ,da haben Argumente keine Chance , ihnen einen schönen Tag noch :-)";LABIENUS
236;7;13;"Volle Zustimmung. Rassismus wird ""benutzt"". Wenn ich gegen Migration aus Afrika bin, dann nicht, weil die schwarz sind, sondern weil ich glaube, dass diese Gesellschaft hier mit den unkalkulierbaren Folgen einer Sogwirkung nicht klar kommt. Das ist das heimtückische an dieser Vorgehensweise. Denn auch ich bin für eine gerechtere weltweite Verteilung des Wohlstandes. Aber nicht ""so"". Denn die Zeche bezalhen die, die nicht so eloquent und intelligent sind, dass ihnen die Welt zu Füssen liegt. Natürliche Auslese nach Intelligenz. nein danke... Die können noch nichtmals die Vorzüge internationaler Küchen geniessen. Weil es kaum noch reicht für die Miete. Da ist es leicht, als Künstler aus dem englischen ""Exil"" heraus, wohnend in einem Millionenanwesen die Deutsche Bevölkerung darüber zu belehren, was moralisch hochwertig ist.";Schrek
237;7;14;@Mangalore Was genau hätten wir dann genau gemacht?  Es passiert was immer passiert , es läuft aus dem Ruder , es geht im Artikel um Demokratie und meine Post bezog sich darauf ,das Frau Merkel die Grenzen nicht ohne Zustimmung des Parlaments hätte öfnen dürfen das ist meine Persönliche Meinung und hat der Demokratie geschadet . Ich glaube auch das Frau Merkel die locker bekommen hätte Und das hätte die AFD kleingehalten und die Spaltung verhindert , so meine These ,  aber sie hat wie eine Königin bestimmt ,genau wie beim Atomausstieg oder der Bankenrettung , diese Frau bekommt der Demokratie nicht gut;LABIENUS
238;7;15;Außenstaaten wie Ungarn konnten/wollten sich durchaus an Dublin halten. Nur führt besipielsweise Ungarn die Registrierung und Versorgung von Flüchtlingen in Flüchtlingslagern durch, die den Migranten am Budapester Bahnhof nicht komfortabel genug waren.;KattediKatt
239;8;2;"""Die Mißstände der Agenda 2010 in den sozialen Ungerechtigkeiten wurden durch Merkel nie korrigiert."" Das ist auch aus meiner Sicht die Ursache unserer Krise. Unsere Wirtschaftselite beutet die Verlierer durch Leiharbeit und Werkverträge aus. Deswegen sind unsere Produkte konkrrenzlos billig und der Export boomt. Dieser ruiniert die Wirtschaft unserer Partner.  Aber wir sind ja so solidarisch. Mit wem eigentlich? Mit unseren Leiharbeitern? Mit den EU Nachbarn, die unser Exportwahn ruiniert?  Die deutsche Politik ist eine Lobbytruppe der deutschen Wirtschaftselite.";Hermes_53
240;8;3;"Die SPD ist heute die ""Arme-Leute-feindliche Partei"". Bleibt die Linke, deren Politik mir zu wenig bis gar kein Fundament hat.";Hermes_53
241;8;4;"Hallo U.Witt, na ihre Antwort betrachte aber nun mal als eine der dicksten Filterblase, die ich bisher beobachten durfte. Sowas produziert nicht jeder, Respekt.  Sie sind mir zu weit draußen und zu unterstellend, als dass ich Ihnen darauf antworten mag. Ich glaube nicht ,i""ch mache es ihnen leicht"", sondern sie machen es sich selber schön leicht. Und nein, ich bind kein AFD Verehrer, ich hoffe eher auf eine realpolitische Wagenknecht. Aber wenns die nicht bringt, schrecke ich auch nicht davor zurück, die AFD zu wählen - ganz ohne Schuldverschiebung und trotz Höcke nicht wegen Höcke. Aber um das nur im Versuch einmal perspektivisch nachzuvollziehen, müssten sie aus ihrer Blase raus und da bin ich sehr skeptisch. Glück auf, Ihnen.";Aufgeschwollenes Wurstgesicht
242;8;5;"Ja, exakt, wir wissen ja nicht mal mehr mit wem eigentlich? Und wenn das mal bewusst wird, dann gilt irgendwann auch der Satz nicht mehr ""Geht es der Wirtschaft gut, geht es uns gut"", was wiederum das Land weiter spaltet.";Aufgeschwollenes Wurstgesicht
243;8;6;"sie können es ja ignorieren, dass die auslese bzgl. eines ""werteorientierten und hochwertigen Lebensstandards"" jetzt nach anderen Kriterien abläuft als zu Zeiten des Wideraufbaus z.bsp. oder nach dem Mauerfall - da aber nur bedingt. Ich akzeptiere, dass es noch eine Mehrheit gibt, die glaubt, über die Wertekeule andere klein halten zu können, damit mehr übrig bleibt für sie selber. Aber ich glaube nicht, dass dies noch lange erfolgreich sein wird. Es ist nur die Frage, wieviele einen Wohlstandsverlust verspüren und wann dieser Verlust oben ankommt. Je weiter oben angesiedelt, desto später. Alles nur ""eine Frage der Zeit"" - im doppelten sinne... - und kein Grund ""nervös"" zu werden... Insofern war der Artikel richtig gut, wenn man ihn weiter denkt, aber ich bezweifele, dass gewisse Institutionen darüber sehr glücklich sind. ich bin immer noch sehr verdattert. Oder aber die Folgen dämmern einigen erst jetzt...";Schrek
244;9;2;Die Grünen waren nichts ganz neues, immerhin waren sie von Maos Kulturrevolution stark inspiriert.;Berliner Weiße
245;9;3;Die Grünen hatte viele Inspirationsquellen verschiedener Qualität. Dennoch bleibt es dabei: in Deutschland gab es vor ihrer Gründung keine Partei, die man mit den Grünen vergleichen konnte, während die AfD in einer langen Tradition rechtsradikaler Partei steht.;TGfkaTRichter
246;9;4;Gefühlte Probleme kann man aber nicht lösen,  aber man kann als Opposition dieses Gefühl bedienen.;maxpolymer
247;11;2;"""Daran perlen auch die Aufklärungsbemühungen der liberalen Publizistik ab."" Diese Publizistik geriert sich gerne liberal, ist aber vielmehr progressiv.";BoxToBox
248;11;3;Hass, Hass, Hass auf Andersdenkende, Hass auf das Medium, in dem Sie Ihre Rechtsaußen-Propaganda verbreiten. Sie tun einem leid.;U. Witt
249;11;4;"""Daran perlen auch die Aufklärungsbemühungen der liberalen Publizistik ab."" Es wurde nix falsch gemacht, jeder der der Politik der letzten Jahre nicht zustimmt ist also Modernisierungsverlierer. Früher hiess das noch einfältig, dumm, abgehängt, beschränkt, Prekariat, Dunkeldeutschland, Pack. Faszinierend auf was für einem hohen Ross man sitzen kann und wie stramm die Wände der Filterblase in den Redaktionsstuben so sind. Aber nur Mut, mit ""Weiter so!"" und ""Andersdenkende sind einfach nur dümmer als wir"" wird die AFD und die Politikverdrossenheit verschwinden. GANZ SICHER.";Miraculix3000
250;11;5;"Neinnein, ich tue nicht ""einem"" leid, sondern ihnen konkret. Und dieses, ihres Gefühl sagt nun mehr über sie aus als über mich.";Aufgeschwollenes Wurstgesicht
251;13;2;Also jemanden wie Höcke, der ist mit Salvini in vielen Punkten vergleichbar. Allerdings kann uns dieser aufrechte Deutsche ebenso wenig wie der von Ihnen genannte Italiener auch nur im Ansatz erklären, wie Nationalismus die Probleme des betreffenden Landes lösen soll.;TGfkaTRichter
252;13;3;"Deutschland braucht gewiss keinen Salvini, nur die Rechtsaußen-Befürworter ihren neuen ""Führer"". Schon klar. Um die Demokratie schnellstmöglich zu vernichten.  Hatten wir schon, brauchen wir nie wieder.";U. Witt
253;13;4;"""Eine Klima von Angst und Ächtung wurde erschaffen.""  So ein Schwachsinn. Das Klima ist eher durch Hetze und nationalistische Propaganda vergiftet. Angst und Ächtung muss da nur fürchten,  wer nicht ""deutsch"" genug aussieht.";juliahamburg
254;13;5;"""Hatten wir schon, brauchen wir nie wieder."" W I R ? Was Ihr braucht und wollt interessiert niemanden.";oberdikt
255;14;2;"Die Unzeitgemäßen wussten eben, dass Aussagen der Politik eher unverbindlich sind. Als  den Bürgern hier der Euro übergestülpt wurde, fast zwei Drittel wollten den Euro nicht,  wurde der Wille des Souveräns völlig ignoriert. ""Nur das Wort Unzeitgemäßen würde ich durch Fortschrittlichen ersetzen"". Realisten, würde ich bevorzugen.";NureinLeser
256;14;3;"Ist schon toll, diejenigen die darauf hinwiesen das die Euro""stabilisierung"" und Griechenlandhilfen explizit gegen die Regeln verstießen die als Grundlage der Gemeinschaftswährung aufgestellt wurden, sind die ""Unzeitgemäßen"".";IchHabImmerRecht.Meistens.
257;16;2;Wer sind denn Ihrer Meinung nach die Leistungsträger in unserer Gesellschaft?;juliahamburg
258;18;2;Dass Trump sich um die Abgehängten kümmere ist genauso Fabel wie das, was die europäischen Nachahmer abseihen. Die vereinte Internationale der Nationalisten betreibt nur eins: Etikettenschwindel.;Karl Josef Schleidweiler
259;18;3;"""Drum kann ich auch nicht Trump hassen wie es mir mein Kopf und mein Verstand sagt, dass ich's tun sollte. Denn der kümmert sich wenigstens um jene, die sonst nicht gehört werden. Mehr möchte man eigentlich nicht."" Trump kümmert sich? Das halte ich für einen fatalen Irrtum. Er gibt zwar vor der Kämpfer für Otto.Normalverbraucher zu sein, macht aber Politik vornehmlich für seine eigene Kaste, die mit dem Normalverbraucher nichts zu tun hat.";vonDü
260;18;4;Naja, indirekt schon. Sind ja die Arbeiter seiner Klientel.;sturz und krache
261;18;5;"""Trump kümmert sich""? Das ist eine der Lügen, wie Sie schon über 4000 Mal aus dem Mund dieses Herren gekommen sind.  Aber ist klar, wer ""Linksliberale"" schreibt und ""akademische Gutverdiener"" (Sie haben null Ahnung von Statistik, oder?) an den Pranger stellt.  Und sich als DEN Prekariatsvertreter verkauft, der glaubt auch an den großen US-amerikanischen Abzocker und wählt die AfD-Möchtegernabzocker.  Wen wollen Sie mit Ihren Märchen hier beeindrucken?";U. Witt
262;18;6;Das ist ja das Irre. Zumindest die weisse Unterschicht scheint ihm nicht am Allerwertesten vorbei zu gehen. Da sind auch seine treusten Fans, die ihn trotz 5437 Skandalen im Amt halten....so hielt er heute Nacht wieder ne Großkundgebung im Rust Belt. https://mobile.twitter.co... An die Vertreter der Mittelschicht sage ich da. Kümmert euch um uns Abgehängten.....;Pereos
263;19;2;Dann hatten Sie ja auch Jahrzehnte lang Zeit sich zu empören. Reichlich spät jetzt, oder?;sturz und krache
264;19;3;Woah, Aluhutträger hoch drei. Viele schwurbelige Hass-Behauptungen gegen die Grünen (wie das AfDler ja müssen) ohne jeden Beleg, dafür jede Menge Pathos. Armselig.;U. Witt
265;19;4;Sry aber Zeiten ändern sich. Die CDU von heute ist nicht weniger Konservativ als die CDU von damals! Sie machen den Kardinaldfehler das 'Linkssein' mit den Maßstäben von anno dazumal zu messen. Die CDU ist nicht nach linlks gerückt,  sondern ehemals(!) linke, vor allem kulturelle Postionen, haben sich gesellschaftlich durchgesetzt.  Da ist auch kein linker medialer Mainstream dran Schuld. Die SPD hingegen  ist einfach stehengeblieben! Darum ist sie da wo sie auch hingehört!;letzter Mensch
266;22;2;"Plumper geht nicht mehr. Viele Vorurteile, keine Fakten - umso mehr Propaganda und ""angeblicher Nichtwähler"", tatsächlich AfD-ler-Propaganda. Sie können hier nicht abwechseln zwischen AfD-Verehrung und angeblichem Nichtwählertum. Das fällt auf. Aber versuchen kann man's ja mal.  Was Sie über Ihre Lieblingshassgrünen behaupten, ist plumpe Unwahrheit. Grüne gibt es überall, in armen und reichen Gegenden, meistens besuchen die Kinder Regelschulen und tun, was alle tun. Dicker auftragen geht wohl nicht mehr? Glaubwürdigkeit = gleich null.";U. Witt
267;22;3;"Die Einzige, die hier gerade Ihren Frust ""ins Web"" schreibt, sind Sie, Daisy. Sie bauen ein Feindbild auf, das, meiner Meinung nach, wenig mit der Realität zu tun hat. Denn wenn man hier die Kommentare so ließt, glaube ich nicht, dass sich gerade die Grünen über die ""Verlierer der Globalisierung"" auslassen - eher umgekehrt. Aber vielleicht sind ja so nett und erläutern anhand einiger inhaltlicher Punkte, warum die Grünen ""die Schlimmsten von allen sind"".";SaveThePlanet
268;25;2;Die Briten lernen gerade ein bisschen was darüber.;U. Witt
269;26;2;Der im Blaumann schafft letztlich die realen Werte, auf denen Sie sitzen, in denen Sie wohnen, die Sie essen, mit und auf denen Sie fahren usw. usw. Nur mit Gedankenarbeitern kann eine Gesellschaft nicht überleben. Und gerade vondenen im Blaumann verlangt auch die kreativ, weltoffene und dynamische Schicht arbeitsam, bescheiden und vor allem zuverlässig zu sein, sonst wir sie ganz schnell böse.;yamxs
270;27;2;"Sie meinen eigentlich - ich korrigiere: ""auch wenn sich die AfD in ihrem Programm tatsächlich weitestgehend der Vergangenheit und der Zerstörung der Zukunft (ich sage nur Demokratie, Klimawandel, Solidarität in der Gesellschaft und weltweit) verschrieben hat"".  So wird's korrekt. Ach, und an dem AfD-Dreck sind latürnich die Grünen ""schuld"". Is klar.";U. Witt
271;27;3;AfD und Frauenrechte? Das war jetzt aber echt mal ein richtiger Schenkelklopfer...;juliahamburg
272;28;2;Menschen die gegenteiliger Meinung sind als Modernisierungsverlierer brandmarken ist nun mal schlechter Stil. Daran ändert auch ihre peinliche Polemik nichts.;AllemögenEinhörner
273;33;2;Marxistische AutorInnen zu lesen ist nir ein Gewinn, wenn man wissen will, wie es nicht geht.;Bourbaki86
274;37;2;""" Die Bach "" ,-) Auch moderne Zeiten haben ihr Gutes: ein Besuch des Frankfurter Hauptbahnhofs und Umgebung ersetzt die Ferienreise nach Rawalpindi. Nicht nur das Negative sehen!";Johannes aus Hessen
275;37;3;Die AFD!!! Die ist an allem schuld!;Kark
276;39;2;"Das Wort ""Realität"" ist für viele zu einer Art Kampfbegriff geworden.  Nur scheinen wir wohl alle in unterschiedlichen Realitäten zu leben.";juliahamburg
277;39;3;Armer hassender Mensch. Hassideal: die AfD.;Kark
278;41;2;"Bürgerliche Verachtung gegenüber den Armen - außer um sie für Wahlen kurz zu instrumentalisieren - erlebt man doch eher von der AfD und ähnlichen Parteien im Ausland. Kann man ja aber schön auf ""die Altparteien"" projizieren.";U. Witt
279;41;3;Nein, HartzIV wurde von der SPD und den Grünen eingeführt. Dazu ist keine Projektion notwendig.;Johannes aus Hessen
